image_path,raw_label,clean_label,class_name,usable_for_training,split,quality_pass,class_index
C:\Users\Eng-Azhar\OneDrive\Desktop\DL_IM_Project\yemen_drug_database\images\c57d5a7fd4fd.jpg,Curam 625mg,curam 625mg,curam 625mg,False,excluded,True,
C:\Users\Eng-Azhar\OneDrive\Desktop\DL_IM_Project\yemen_drug_database\images\59432b8b4834.jpg,Daivobet,daivobet,daivobet,False,excluded,True,
C:\Users\Eng-Azhar\OneDrive\Desktop\DL_IM_Project\yemen_drug_database\images\b6594f6cd284.jpg,Debacterol and Oralmedic swabs and packaging,debacterol and oralmedic swabs and packaging,debacterol and oralmedic swabs and packaging,False,excluded,True,
C:\Users\Eng-Azhar\OneDrive\Desktop\DL_IM_Project\yemen_drug_database\images\0f8ef4ed3708.jpg,Debacterol single use swab 1,debacterol single use swab,debacterol single use swab,True,train,True,5
C:\Users\Eng-Azhar\OneDrive\Desktop\DL_IM_Project\yemen_drug_database\images\81a06ab3c76c.jpg,Debacterol single use swab 2,debacterol single use swab,debacterol single use swab,True,val,True,5
C:\Users\Eng-Azhar\OneDrive\Desktop\DL_IM_Project\yemen_drug_database\images\d2ac16c6f855.jpg,Deep-drawn MDI can by H&T Presspart,deep-drawn mdi can by presspart,deep drawn mdi can by presspart,False,excluded,True,
C:\Users\Eng-Azhar\OneDrive\Desktop\DL_IM_Project\yemen_drug_database\images\0a767f6bf905.jpg,"Depo-Medrol (Methylprednisolone Acetate injectable suspension, USP)",depo-medrol methylprednisolone acetate injectable suspension usp,depo medrol methylprednisolone acetate injectable suspension usp,False,excluded,True,
C:\Users\Eng-Azhar\OneDrive\Desktop\DL_IM_Project\yemen_drug_database\images\2e3e7977b54d.jpg,"DepoMedrol2 (Methylprednisolone Acetate injectable suspension, USP)",depomedrol2 methylprednisolone acetate injectable suspension usp,depomedrol2 methylprednisolone acetate injectable suspension usp,False,excluded,False,
C:\Users\Eng-Azhar\OneDrive\Desktop\DL_IM_Project\yemen_drug_database\images\4972082e09f6.jpg,Deutsche Pharmazentralnummer,deutsche pharmazentralnummer,deutsche pharmazentralnummer,False,excluded,True,
C:\Users\Eng-Azhar\OneDrive\Desktop\DL_IM_Project\yemen_drug_database\images\588e24c59b1e.jpg,Dexamfetamine Sulphate,dexamfetamine sulphate,dexamfetamine sulphate,False,excluded,True,
C:\Users\Eng-Azhar\OneDrive\Desktop\DL_IM_Project\yemen_drug_database\images\e81cd40580ee.jpg,Dextrose 50% (1),dextrose,dextrose,False,excluded,True,
C:\Users\Eng-Azhar\OneDrive\Desktop\DL_IM_Project\yemen_drug_database\images\1695f2db4cc7.jpg,Diclofenac Topical Gel,diclofenac topical gel,diclofenac topical gel,False,excluded,True,
C:\Users\Eng-Azhar\OneDrive\Desktop\DL_IM_Project\yemen_drug_database\images\ccb80493fe92.jpg,Diflorasone diacetate (Diflal),diflorasone diacetate diflal,diflorasone diacetate diflal,False,excluded,True,
C:\Users\Eng-Azhar\OneDrive\Desktop\DL_IM_Project\yemen_drug_database\images\c46c661ab8fe.jpg,Digibind,digibind,digibind,False,excluded,True,
C:\Users\Eng-Azhar\OneDrive\Desktop\DL_IM_Project\yemen_drug_database\images\b9c682324cfb.jpg,Dihydrcodeine Tablets Package Almus 30 mg 2017,dihydrcodeine tablets package almus mg,dihydrcodeine tablets package almus mg,False,excluded,True,
C:\Users\Eng-Azhar\OneDrive\Desktop\DL_IM_Project\yemen_drug_database\images\8bfa48c4faba.jpg,Diklak,diklak,diklak,False,excluded,True,
C:\Users\Eng-Azhar\OneDrive\Desktop\DL_IM_Project\yemen_drug_database\images\135c59e014dd.jpg,Dimedrol solution,dimedrol solution,dimedrol solution,False,excluded,True,
C:\Users\Eng-Azhar\OneDrive\Desktop\DL_IM_Project\yemen_drug_database\images\71cb628610b9.jpg,Dimenhydrinate,dimenhydrinate,dimenhydrinate,False,excluded,True,
C:\Users\Eng-Azhar\OneDrive\Desktop\DL_IM_Project\yemen_drug_database\images\ff2d6fba044f.jpg,Diprosalic ointment tube,diprosalic ointment tube,diprosalic ointment tube,False,excluded,True,
C:\Users\Eng-Azhar\OneDrive\Desktop\DL_IM_Project\yemen_drug_database\images\77240b2d41f8.jpg,Dithiaden,dithiaden,dithiaden,False,excluded,True,
C:\Users\Eng-Azhar\OneDrive\Desktop\DL_IM_Project\yemen_drug_database\images\bac341885f92.jpg,Doksiciklin 100 091208,doksiciklin,doksiciklin,False,excluded,True,
C:\Users\Eng-Azhar\OneDrive\Desktop\DL_IM_Project\yemen_drug_database\images\71a0df4d8c53.jpg,Dolan,dolan,dolan,False,excluded,True,
C:\Users\Eng-Azhar\OneDrive\Desktop\DL_IM_Project\yemen_drug_database\images\cbe682446293.jpg,Dolmina,dolmina,dolmina,False,excluded,True,
C:\Users\Eng-Azhar\OneDrive\Desktop\DL_IM_Project\yemen_drug_database\images\b21278e58799.jpg,Doping warning,doping warning,doping warning,False,excluded,True,
C:\Users\Eng-Azhar\OneDrive\Desktop\DL_IM_Project\yemen_drug_database\images\6b8674929faa.jpg,Doxapram,doxapram,doxapram,False,excluded,True,
C:\Users\Eng-Azhar\OneDrive\Desktop\DL_IM_Project\yemen_drug_database\images\fce6bac18ac5.jpg,Doxycycline,doxycycline,doxycycline,False,excluded,True,
C:\Users\Eng-Azhar\OneDrive\Desktop\DL_IM_Project\yemen_drug_database\images\a341a23ca4d1.jpg,Dristan Inhaler,dristan inhaler,dristan inhaler,False,excluded,False,
C:\Users\Eng-Azhar\OneDrive\Desktop\DL_IM_Project\yemen_drug_database\images\f5dfec1ed5be.jpg,Drug label HA-page0001,drug label ha-page0001,drug label ha page0001,False,excluded,False,
C:\Users\Eng-Azhar\OneDrive\Desktop\DL_IM_Project\yemen_drug_database\images\f1c1a04100f9.jpg,DRUG LABEL-page-002,drug label-page-002,drug label page 002,False,excluded,False,
C:\Users\Eng-Azhar\OneDrive\Desktop\DL_IM_Project\yemen_drug_database\images\ce16de8d90a3.jpg,Drug vial (8398232965),drug vial,drug vial,False,excluded,True,
C:\Users\Eng-Azhar\OneDrive\Desktop\DL_IM_Project\yemen_drug_database\images\ffdf522904f6.jpg,Drug vials (8398232701),drug vials,drug vials,True,train,True,6
C:\Users\Eng-Azhar\OneDrive\Desktop\DL_IM_Project\yemen_drug_database\images\62dfddab111f.jpg,Drug vials (8398232857),drug vials,drug vials,True,val,True,6
C:\Users\Eng-Azhar\OneDrive\Desktop\DL_IM_Project\yemen_drug_database\images\f6c3909a8490.jpg,Drugs 1601,drugs,drugs,False,excluded,True,
C:\Users\Eng-Azhar\OneDrive\Desktop\DL_IM_Project\yemen_drug_database\images\39fd31611d7b.jpg,Dukoral package bicarb buffer,dukoral package bicarb buffer,dukoral package bicarb buffer,False,excluded,True,
C:\Users\Eng-Azhar\OneDrive\Desktop\DL_IM_Project\yemen_drug_database\images\73e66dff4007.jpg,Dukoral package inside,dukoral package inside,dukoral package inside,False,excluded,True,
C:\Users\Eng-Azhar\OneDrive\Desktop\DL_IM_Project\yemen_drug_database\images\507e6276844d.jpg,Dukoral package vaccine vial,dukoral package vaccine vial,dukoral package vaccine vial,False,excluded,True,
C:\Users\Eng-Azhar\OneDrive\Desktop\DL_IM_Project\yemen_drug_database\images\57611e8838bc.jpg,Dukoral package,dukoral package,dukoral package,False,excluded,True,
C:\Users\Eng-Azhar\OneDrive\Desktop\DL_IM_Project\yemen_drug_database\images\646ab8bee030.jpg,Dukoral vial bicarb,dukoral vial bicarb,dukoral vial bicarb,False,excluded,True,
C:\Users\Eng-Azhar\OneDrive\Desktop\DL_IM_Project\yemen_drug_database\images\6d06d33d6d16.jpg,"Duodart 0,5-0,4 mg cps",duodart 5-0 mg cps,duodart 5 0 mg cps,False,excluded,True,
C:\Users\Eng-Azhar\OneDrive\Desktop\DL_IM_Project\yemen_drug_database\images\23715f41a93e.jpg,Duphalac 200 ml,duphalac ml,duphalac ml,False,excluded,True,
C:\Users\Eng-Azhar\OneDrive\Desktop\DL_IM_Project\yemen_drug_database\images\897ebf3a3a4c.jpg,Dupixent Pen and Packaging,dupixent pen and packaging,dupixent pen and packaging,False,excluded,True,
C:\Users\Eng-Azhar\OneDrive\Desktop\DL_IM_Project\yemen_drug_database\images\3ab19656c43b.jpg,Ebglyss,ebglyss,ebglyss,False,excluded,True,
C:\Users\Eng-Azhar\OneDrive\Desktop\DL_IM_Project\yemen_drug_database\images\977569e898c5.jpg,Ebivol,ebivol,ebivol,False,excluded,True,
C:\Users\Eng-Azhar\OneDrive\Desktop\DL_IM_Project\yemen_drug_database\images\5caf62842012.jpg,Ebrantil 60 mg cps,ebrantil mg cps,ebrantil mg cps,False,excluded,True,
C:\Users\Eng-Azhar\OneDrive\Desktop\DL_IM_Project\yemen_drug_database\images\ba2be93c591d.jpg,Eliava Institut Prep,eliava institut prep,eliava institut prep,False,excluded,True,
C:\Users\Eng-Azhar\OneDrive\Desktop\DL_IM_Project\yemen_drug_database\images\aef2610c9504.jpg,Embalagens de medicamentos,embalagens de medicamentos,embalagens de medicamentos,False,excluded,True,
C:\Users\Eng-Azhar\OneDrive\Desktop\DL_IM_Project\yemen_drug_database\images\decd20a36f67.jpg,Embalaje monodosis de medicamentos,embalaje monodosis de medicamentos,embalaje monodosis de medicamentos,False,excluded,True,
C:\Users\Eng-Azhar\OneDrive\Desktop\DL_IM_Project\yemen_drug_database\images\01da8186a4c4.jpg,Emetrol For Nausea (4225474315),emetrol for nausea,emetrol for nausea,False,excluded,True,
C:\Users\Eng-Azhar\OneDrive\Desktop\DL_IM_Project\yemen_drug_database\images\491e5afe8f82.jpg,Emgality,emgality,emgality,False,excluded,True,
C:\Users\Eng-Azhar\OneDrive\Desktop\DL_IM_Project\yemen_drug_database\images\1e51d3260c64.jpg,Enterodez,enterodez,enterodez,False,excluded,True,
C:\Users\Eng-Azhar\OneDrive\Desktop\DL_IM_Project\yemen_drug_database\images\d2fea1439dd5.jpg,Epivir RU,epivir ru,epivir ru,False,excluded,True,
C:\Users\Eng-Azhar\OneDrive\Desktop\DL_IM_Project\yemen_drug_database\images\0e1f38bd1dfc.jpg,Ezicas F,ezicas,ezicas,True,train,True,7
C:\Users\Eng-Azhar\OneDrive\Desktop\DL_IM_Project\yemen_drug_database\images\1d0d53c69d8e.jpg,Ezicas,ezicas,ezicas,True,val,True,7
C:\Users\Eng-Azhar\OneDrive\Desktop\DL_IM_Project\yemen_drug_database\images\ad9e50bfb5ad.jpg,Eziwin,eziwin,eziwin,False,excluded,True,
C:\Users\Eng-Azhar\OneDrive\Desktop\DL_IM_Project\yemen_drug_database\images\97064ff2baea.jpg,Famotidine 20mg generic,famotidine 20mg generic,famotidine 20mg generic,False,excluded,True,
C:\Users\Eng-Azhar\OneDrive\Desktop\DL_IM_Project\yemen_drug_database\images\c7b0316f4738.jpg,Farmaco senza obbligo di ricetta (Italia),farmaco senza obbligo di ricetta italia,farmaco senza obbligo di ricetta italia,False,excluded,False,
C:\Users\Eng-Azhar\OneDrive\Desktop\DL_IM_Project\yemen_drug_database\images\67eb57a5cbe1.jpg,Fentanyl Patch from Israel,fentanyl patch from israel,fentanyl patch from israel,False,excluded,True,
C:\Users\Eng-Azhar\OneDrive\Desktop\DL_IM_Project\yemen_drug_database\images\bb0522ef2f8f.jpg,Fentanyl patch packages,fentanyl patch packages,fentanyl patch packages,False,excluded,True,
C:\Users\Eng-Azhar\OneDrive\Desktop\DL_IM_Project\yemen_drug_database\images\0d007a5301dc.jpg,Ferezol,ferezol,ferezol,False,excluded,True,
C:\Users\Eng-Azhar\OneDrive\Desktop\DL_IM_Project\yemen_drug_database\images\c1012e999e28.jpg,Fertigarzneimittel DE,fertigarzneimittel de,fertigarzneimittel de,False,excluded,True,
C:\Users\Eng-Azhar\OneDrive\Desktop\DL_IM_Project\yemen_drug_database\images\4b5534e94f56.jpg,Finasterid Orion,finasterid orion,finasterid orion,False,excluded,True,
C:\Users\Eng-Azhar\OneDrive\Desktop\DL_IM_Project\yemen_drug_database\images\9139e2bf0d0d.jpg,FLAXYNE LP 75 mg (Arabic side),flaxyne lp mg arabic side,flaxyne lp mg arabic side,False,excluded,False,
C:\Users\Eng-Azhar\OneDrive\Desktop\DL_IM_Project\yemen_drug_database\images\6a4cdc641697.jpg,FLAXYNE LP 75 mg,flaxyne lp mg,flaxyne lp mg,False,excluded,False,
C:\Users\Eng-Azhar\OneDrive\Desktop\DL_IM_Project\yemen_drug_database\images\faacca674053.jpg,Flessen Medicijnen,flessen medicijnen,flessen medicijnen,False,excluded,True,
C:\Users\Eng-Azhar\OneDrive\Desktop\DL_IM_Project\yemen_drug_database\images\14ca32d001dd.jpg,Flessen Potjes Medicijnen,flessen potjes medicijnen,flessen potjes medicijnen,False,excluded,True,
C:\Users\Eng-Azhar\OneDrive\Desktop\DL_IM_Project\yemen_drug_database\images\19a158587767.jpg,Flessen,flessen,flessen,False,excluded,True,
C:\Users\Eng-Azhar\OneDrive\Desktop\DL_IM_Project\yemen_drug_database\images\252d56508bd1.jpg,Flucloxacillin package,flucloxacillin package,flucloxacillin package,False,excluded,True,
C:\Users\Eng-Azhar\OneDrive\Desktop\DL_IM_Project\yemen_drug_database\images\d489c0ec700c.jpg,Flucloxacillin preparations,flucloxacillin preparations,flucloxacillin preparations,False,excluded,True,
C:\Users\Eng-Azhar\OneDrive\Desktop\DL_IM_Project\yemen_drug_database\images\fc987b70ab15.jpg,FLUIMUCIL Zambon,fluimucil zambon,fluimucil zambon,False,excluded,True,
C:\Users\Eng-Azhar\OneDrive\Desktop\DL_IM_Project\yemen_drug_database\images\4ceb0da13bf0.jpg,Fluothane packaging 01,fluothane packaging,fluothane packaging,False,excluded,True,
C:\Users\Eng-Azhar\OneDrive\Desktop\DL_IM_Project\yemen_drug_database\images\4d2e2dc4df1f.jpg,Fluoxetine Lannacher 20 mg,fluoxetine lannacher mg,fluoxetine lannacher mg,False,excluded,True,
C:\Users\Eng-Azhar\OneDrive\Desktop\DL_IM_Project\yemen_drug_database\images\4b92a9a058f3.jpg,Fluticasone cream,fluticasone cream,fluticasone cream,False,excluded,True,
C:\Users\Eng-Azhar\OneDrive\Desktop\DL_IM_Project\yemen_drug_database\images\d076afa01dc8.jpg,Forlax 4g Macrogol 4000-ar,forlax 4g macrogol 4000-ar,forlax 4g macrogol 4000 ar,False,excluded,True,
C:\Users\Eng-Azhar\OneDrive\Desktop\DL_IM_Project\yemen_drug_database\images\e355d4875239.jpg,Forxiga dapagliflozin,forxiga dapagliflozin,forxiga dapagliflozin,False,excluded,True,
C:\Users\Eng-Azhar\OneDrive\Desktop\DL_IM_Project\yemen_drug_database\images\8581341f7689.jpg,"Fraxiparine 0,4 ml inj",fraxiparine ml inj,fraxiparine ml inj,False,excluded,True,
C:\Users\Eng-Azhar\OneDrive\Desktop\DL_IM_Project\yemen_drug_database\images\4e94ddfffaf2.jpg,"Fraxiparine 0,6 ml injection",fraxiparine ml injection,fraxiparine ml injection,False,excluded,True,
C:\Users\Eng-Azhar\OneDrive\Desktop\DL_IM_Project\yemen_drug_database\images\7ee5157c1745.jpg,"Fraxiparine Forte 0,6 ml inj",fraxiparine forte ml inj,fraxiparine forte ml inj,False,excluded,True,
C:\Users\Eng-Azhar\OneDrive\Desktop\DL_IM_Project\yemen_drug_database\images\6fc0f369b273.jpg,"Fucicort (betamethasone, fusidic acid), Russian market 05",fucicort betamethasone fusidic acid russian market,fucicort betamethasone fusidic acid russian market,True,val,True,8
C:\Users\Eng-Azhar\OneDrive\Desktop\DL_IM_Project\yemen_drug_database\images\a15d43b59231.jpg,"Fucicort (betamethasone, fusidic acid), Russian market 07",fucicort betamethasone fusidic acid russian market,fucicort betamethasone fusidic acid russian market,True,train,True,8
C:\Users\Eng-Azhar\OneDrive\Desktop\DL_IM_Project\yemen_drug_database\images\ad55c6d2a212.jpg,Fucicort 20 g crm,fucicort crm,fucicort crm,False,excluded,True,
C:\Users\Eng-Azhar\OneDrive\Desktop\DL_IM_Project\yemen_drug_database\images\f2b14a8fd92a.jpg,Fucidin irlandes distr andromaco,fucidin irlandes distr andromaco,fucidin irlandes distr andromaco,False,excluded,True,
C:\Users\Eng-Azhar\OneDrive\Desktop\DL_IM_Project\yemen_drug_database\images\7d603ef18902.jpg,Gemsiban,gemsiban,gemsiban,False,excluded,True,
C:\Users\Eng-Azhar\OneDrive\Desktop\DL_IM_Project\yemen_drug_database\images\2bcd9a774ee3.jpg,German packet of Cialis,german packet of cialis,german packet of cialis,False,excluded,True,
C:\Users\Eng-Azhar\OneDrive\Desktop\DL_IM_Project\yemen_drug_database\images\e60429739984.jpg,Giona Easyhaler 200 ug inh,giona easyhaler ug inh,giona easyhaler ug inh,False,excluded,True,
C:\Users\Eng-Azhar\OneDrive\Desktop\DL_IM_Project\yemen_drug_database\images\010068b70907.jpg,Globuloarnica,globuloarnica,globuloarnica,False,excluded,True,
C:\Users\Eng-Azhar\OneDrive\Desktop\DL_IM_Project\yemen_drug_database\images\90a33fe6c798.jpg,GTN spray,gtn spray,gtn spray,False,excluded,True,
C:\Users\Eng-Azhar\OneDrive\Desktop\DL_IM_Project\yemen_drug_database\images\f6de32c68910.jpg,Gynatren March 2020,gynatren march,gynatren march,False,excluded,True,
C:\Users\Eng-Azhar\OneDrive\Desktop\DL_IM_Project\yemen_drug_database\images\ebf6606582a2.jpg,Halometasone cream,halometasone cream,halometasone cream,False,excluded,True,
C:\Users\Eng-Azhar\OneDrive\Desktop\DL_IM_Project\yemen_drug_database\images\7c05960281c1.jpg,Hexamethylenetetramine Bayer,hexamethylenetetramine bayer,hexamethylenetetramine bayer,False,excluded,True,
C:\Users\Eng-Azhar\OneDrive\Desktop\DL_IM_Project\yemen_drug_database\images\25b857ae5eac.jpg,Hidrasec 30 mg gra,hidrasec mg gra,hidrasec mg gra,False,excluded,True,
C:\Users\Eng-Azhar\OneDrive\Desktop\DL_IM_Project\yemen_drug_database\images\dec2b7770898.jpg,Hydrocodone liquid,hydrocodone liquid,hydrocodone liquid,False,excluded,True,
C:\Users\Eng-Azhar\OneDrive\Desktop\DL_IM_Project\yemen_drug_database\images\423538892345.jpg,Hypokalemic Periodic Paralysis Medicines in Pakistan,hypokalemic periodic paralysis medicines in pakistan,hypokalemic periodic paralysis medicines in pakistan,False,excluded,True,
C:\Users\Eng-Azhar\OneDrive\Desktop\DL_IM_Project\yemen_drug_database\images\1e67cbc7137f.jpg,Ibrutinib,ibrutinib,ibrutinib,False,excluded,True,
C:\Users\Eng-Azhar\OneDrive\Desktop\DL_IM_Project\yemen_drug_database\images\cc8b020d78b7.jpg,Ibuprofen,ibuprofen,ibuprofen,False,excluded,True,
C:\Users\Eng-Azhar\OneDrive\Desktop\DL_IM_Project\yemen_drug_database\images\f99e3503e9c5.jpg,Ilomedine,ilomedine,ilomedine,False,excluded,True,
C:\Users\Eng-Azhar\OneDrive\Desktop\DL_IM_Project\yemen_drug_database\images\67f7fd75f51b.jpg,Image pharmex phages,pharmex phages,pharmex phages,False,excluded,True,
C:\Users\Eng-Azhar\OneDrive\Desktop\DL_IM_Project\yemen_drug_database\images\c2ec9b89f2a1.jpg,ImageTavaborole,imagetavaborole,imagetavaborole,False,excluded,False,
C:\Users\Eng-Azhar\OneDrive\Desktop\DL_IM_Project\yemen_drug_database\images\e01c179b917a.jpg,IMG 0356 post,post,post,False,excluded,True,
C:\Users\Eng-Azhar\OneDrive\Desktop\DL_IM_Project\yemen_drug_database\images\ae49bb748cde.jpg,Immunoglobulin 017,immunoglobulin,immunoglobulin,True,train,True,9
C:\Users\Eng-Azhar\OneDrive\Desktop\DL_IM_Project\yemen_drug_database\images\03f183775487.jpg,Immunoglobulin 018,immunoglobulin,immunoglobulin,True,val,True,9
C:\Users\Eng-Azhar\OneDrive\Desktop\DL_IM_Project\yemen_drug_database\images\d23ab72b0dca.jpg,Immunoglobulin 019,immunoglobulin,immunoglobulin,True,train,True,9
C:\Users\Eng-Azhar\OneDrive\Desktop\DL_IM_Project\yemen_drug_database\images\09de3660cb03.png,Imunotop H Pack copy 1 (1),imunotop pack copy,imunotop pack copy,False,excluded,True,
C:\Users\Eng-Azhar\OneDrive\Desktop\DL_IM_Project\yemen_drug_database\images\42c0a315b75c.jpg,Inavir,inavir,inavir,False,excluded,True,
C:\Users\Eng-Azhar\OneDrive\Desktop\DL_IM_Project\yemen_drug_database\images\cde1faaa2e2c.jpg,Inderal,inderal,inderal,False,excluded,True,
C:\Users\Eng-Azhar\OneDrive\Desktop\DL_IM_Project\yemen_drug_database\images\8ccb377241dc.jpg,Indometacin léčivé přípravky 2,indometacin lecive pripravky,indometacin lecive pripravky,True,train,True,10
C:\Users\Eng-Azhar\OneDrive\Desktop\DL_IM_Project\yemen_drug_database\images\fabed3dee369.jpg,Indometacin léčivé přípravky,indometacin lecive pripravky,indometacin lecive pripravky,True,val,True,10
C:\Users\Eng-Azhar\OneDrive\Desktop\DL_IM_Project\yemen_drug_database\images\efad85f70f7a.jpg,Inhalateur pour l'asthme isolé sur fond blanc (1) 01,inhalateur pour asthme isole sur fond blanc,inhalateur pour asthme isole sur fond blanc,True,train,True,11
C:\Users\Eng-Azhar\OneDrive\Desktop\DL_IM_Project\yemen_drug_database\images\7ffedb42e358.jpg,Inhalateur pour l'asthme isolé sur fond blanc (1) 02,inhalateur pour asthme isole sur fond blanc,inhalateur pour asthme isole sur fond blanc,True,train,True,11
C:\Users\Eng-Azhar\OneDrive\Desktop\DL_IM_Project\yemen_drug_database\images\fd7128c9ce5a.jpg,Inhalateur pour l'asthme isolé sur fond blanc (1) 03,inhalateur pour asthme isole sur fond blanc,inhalateur pour asthme isole sur fond blanc,True,train,True,11
C:\Users\Eng-Azhar\OneDrive\Desktop\DL_IM_Project\yemen_drug_database\images\77ca9ec8a11b.jpg,Inhalateur pour l'asthme isolé sur fond blanc (1) 04,inhalateur pour asthme isole sur fond blanc,inhalateur pour asthme isole sur fond blanc,True,train,True,11
C:\Users\Eng-Azhar\OneDrive\Desktop\DL_IM_Project\yemen_drug_database\images\abfe80635113.jpg,Inhalateur pour l'asthme isolé sur fond blanc (1) 05,inhalateur pour asthme isole sur fond blanc,inhalateur pour asthme isole sur fond blanc,True,train,True,11
C:\Users\Eng-Azhar\OneDrive\Desktop\DL_IM_Project\yemen_drug_database\images\5a139d6b00fa.jpg,Inhalateur pour l'asthme isolé sur fond blanc (1) 06,inhalateur pour asthme isole sur fond blanc,inhalateur pour asthme isole sur fond blanc,True,train,True,11
C:\Users\Eng-Azhar\OneDrive\Desktop\DL_IM_Project\yemen_drug_database\images\931895f7e8b1.jpg,Inhalateur pour l'asthme isolé sur fond blanc (1) 07,inhalateur pour asthme isole sur fond blanc,inhalateur pour asthme isole sur fond blanc,True,val,True,11
C:\Users\Eng-Azhar\OneDrive\Desktop\DL_IM_Project\yemen_drug_database\images\55d0f36d6876.jpg,Inhalateur pour l'asthme isolé sur fond blanc (1) 08,inhalateur pour asthme isole sur fond blanc,inhalateur pour asthme isole sur fond blanc,True,val,True,11
C:\Users\Eng-Azhar\OneDrive\Desktop\DL_IM_Project\yemen_drug_database\images\cd8735978f2d.jpg,Injexate 50 mg-ml inj,injexate mg-ml inj,injexate mg ml inj,False,excluded,True,
C:\Users\Eng-Azhar\OneDrive\Desktop\DL_IM_Project\yemen_drug_database\images\a4ad9b9c6874.jpg,IodineDistJapan,iodinedistjapan,iodinedistjapan,False,excluded,True,
C:\Users\Eng-Azhar\OneDrive\Desktop\DL_IM_Project\yemen_drug_database\images\74875aa63493.jpg,Isolyte 500 ml,isolyte ml,isolyte ml,False,excluded,True,
C:\Users\Eng-Azhar\OneDrive\Desktop\DL_IM_Project\yemen_drug_database\images\b270e4463a9f.jpg,Januvia sitagliptin,januvia sitagliptin,januvia sitagliptin,False,excluded,True,
C:\Users\Eng-Azhar\OneDrive\Desktop\DL_IM_Project\yemen_drug_database\images\918176f4537e.jpg,"Jardiance 10mg box, angle view",jardiance 10mg box angle view,jardiance 10mg box angle view,False,excluded,True,
C:\Users\Eng-Azhar\OneDrive\Desktop\DL_IM_Project\yemen_drug_database\images\a3b789e2ee10.jpg,"Jardiance 10mg box, front view",jardiance 10mg box front view,jardiance 10mg box front view,False,excluded,True,
C:\Users\Eng-Azhar\OneDrive\Desktop\DL_IM_Project\yemen_drug_database\images\10090461126c.jpg,Kallmann treatment methods,kallmann treatment methods,kallmann treatment methods,False,excluded,True,
C:\Users\Eng-Azhar\OneDrive\Desktop\DL_IM_Project\yemen_drug_database\images\ebc17a7e54d3.jpg,Kefalex,kefalex,kefalex,False,excluded,False,
C:\Users\Eng-Azhar\OneDrive\Desktop\DL_IM_Project\yemen_drug_database\images\d87fa11a32ff.jpg,Kenalog,kenalog,kenalog,False,excluded,True,
C:\Users\Eng-Azhar\OneDrive\Desktop\DL_IM_Project\yemen_drug_database\images\e9dfb9e3a638.jpg,Keppra 100 mg-ml,keppra mg-ml,keppra mg ml,False,excluded,True,
C:\Users\Eng-Azhar\OneDrive\Desktop\DL_IM_Project\yemen_drug_database\images\5fc178d5e895.jpg,Keppra 500 mg tbl,keppra mg tbl,keppra mg tbl,False,excluded,True,
C:\Users\Eng-Azhar\OneDrive\Desktop\DL_IM_Project\yemen_drug_database\images\9e38b74786b5.jpg,KIETYL 6mg,kietyl 6mg,kietyl 6mg,False,excluded,True,
C:\Users\Eng-Azhar\OneDrive\Desktop\DL_IM_Project\yemen_drug_database\images\0516b39f329a.jpg,Klacid 125 mg- ml gra,klacid mg- ml gra,klacid mg ml gra,False,excluded,True,
C:\Users\Eng-Azhar\OneDrive\Desktop\DL_IM_Project\yemen_drug_database\images\da2f6c0e2490.jpg,Klopidogrel,klopidogrel,klopidogrel,False,excluded,True,
C:\Users\Eng-Azhar\OneDrive\Desktop\DL_IM_Project\yemen_drug_database\images\65afa6760044.png,Korvalol,korvalol,korvalol,False,excluded,True,
C:\Users\Eng-Azhar\OneDrive\Desktop\DL_IM_Project\yemen_drug_database\images\664781b16dd9.jpg,Kruken,kruken,kruken,False,excluded,False,
C:\Users\Eng-Azhar\OneDrive\Desktop\DL_IM_Project\yemen_drug_database\images\de22f4f0d3e3.jpg,Kryptoprin Ampulle,kryptoprin ampulle,kryptoprin ampulle,False,excluded,True,
C:\Users\Eng-Azhar\OneDrive\Desktop\DL_IM_Project\yemen_drug_database\images\27148a9d2269.jpg,"Canister of Dr Jenner's indigestion powder, by Savory and Mo Wellcome L0057859",canister of dr jenner indigestion powder by savory,canister of dr jenner indigestion powder by savory,False,excluded,True,
C:\Users\Eng-Azhar\OneDrive\Desktop\DL_IM_Project\yemen_drug_database\images\2fbbcb9cd1f2.png,Lamogine 25mg,lamogine 25mg,lamogine 25mg,False,excluded,True,
C:\Users\Eng-Azhar\OneDrive\Desktop\DL_IM_Project\yemen_drug_database\images\614692e223fd.jpg,Largactil Chlorpromazine 30ml 4%,largactil chlorpromazine 30ml,largactil chlorpromazine 30ml,False,excluded,True,
C:\Users\Eng-Azhar\OneDrive\Desktop\DL_IM_Project\yemen_drug_database\images\c4cfcea71940.jpg,Latanoprost,latanoprost,latanoprost,False,excluded,True,
C:\Users\Eng-Azhar\OneDrive\Desktop\DL_IM_Project\yemen_drug_database\images\5db8095d9da5.jpg,Laudanum,laudanum,laudanum,False,excluded,True,
C:\Users\Eng-Azhar\OneDrive\Desktop\DL_IM_Project\yemen_drug_database\images\20f55b3ca86e.jpg,Lebens-Elixier TATAR,lebens-elixier tatar,lebens elixier tatar,False,excluded,True,
C:\Users\Eng-Azhar\OneDrive\Desktop\DL_IM_Project\yemen_drug_database\images\dfb2bafd1217.jpg,Lebrikizumab,lebrikizumab,lebrikizumab,False,excluded,True,
